BUKU,BAB,PASAL,ISI_PASAL,SUB_KLASIFIKASI
,Bab XVIII,Pasal 334,"(1)  Barang siapa karena kealpaannya menyebabkan seorang dirampas kemerdekaannya secara melawan hukum, atau diteruskannya perampasan kemerdekaan yang demikian, diancam dengan pidana kurungan paling lama tiga bulan atau pidana denda paling banyak tiga ratus rupiah. (2)  Jika perbuatan itu mengakibatkan luka -luka berat, maka yang bersalah diancam dengan pidana kurungan paling lama sembilan bulan. Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  (3)  Jika mengakibatkan mati, diancam dengan pidana kurungan paling lama satu tahun.",tidak-diketahui
,Bab XVIII,Pasal 335,"(1)  Diancam dengan pidana penjara paling lama satu tahun atau denda paling banyak empat ribu lima ratus rupiah: 1.  barang siapa secara melawan hukum memaksa orang lain supaya melakukan, tidak melakukan atau me mbiarkan sesuatu, dengan memakai kekerasan, sesuatu perbuatan lain maupun perlakuan yang tak menyenangkan, atau dengan mema kai ancaman kekerasan, sesuatu perbuatan lain maupun perlakuan yang tak menyenangkan, baik terhadap orang itu send iri maupun orang lain; 2  barang siapa memaksa orang lain supaya melakukan, tidak melakukan atau membiarkan sesuatu dengan ancaman pencemaran atau pencemaran tertulis. (2)  Dalam hal sebagaimana dirumuskan dalam butir 2, kejahatan hanya dituntut atas pengaduan orang yang terkena.",kekerasan
,Bab XVIII,Pasal 336,"(1)  Diancam dengan pidana penjara paling lama dua tahun delapan bulan, barang siapa mengancam dengan kekerasan terhadap orang atau barang secara terang-terangan dengan tenaga bersama, dengan suatu kejahatan yang menimbulkan bahaya umum bagi keamanan orang atau barang, dengan perkosaan atau perbuatan yang melanggar kehormatan kesusilaan, dengan sesuatu kejahatan terhadap nyawa, dengan penganiayaan berat atau dengan pembakaran. (2)  Bilamana ancaman dilakukan secara tertulis dan dengan syarat tertentu, maka dikenakan pidana penjara paling lama lima tahun.",kekerasan
,Bab XIX,Pasal 337,"Dalam hal pemidanaan berdasarkan salah satu kejahatan dalam pasal 324 - 333 dan pasal 336 ayat kedua, dapat dijatuhk an pencabutan hak berdasarkan pasal 35 No. 1 - 4.    KEJAHATAN TERHADAP NYAWA",tidak-diketahui
,Bab XIX,Pasal 338,"Barang siapa dengan sengaja merampas nyawa orang lain, diancam karena pembunuhan dengan pidana penjara paling lama lima belas tahun.",pembunuhan
,Bab XIX,Pasal 339,"Pembunuhan yang diikuti, disertai atau didahului oleh suatu perbuatan pidana, yang dilakukan dengan maksud untu k mempersiapkan atau mempermudah Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  pelaksanaannya, atau untuk melepaskan diri sendiri maupun peserta lainnya dari pidana dalam hal tertangkap tangan, ataupun untuk memastikan penguasaan barang yang diperolehnya secara melawan hukum, diancam dengan pidana penjara seumur hidup atau selama waktu tertentu, paling lama dua puluh tahun.",pembunuhan
,Bab XIX,Pasal 340,"Barang siapa dengan sengaja dan dengan rencana terlebih dahulu merampas nyawa orang lain, diancam karena pembun uhan dengan rencana, dengan pidana rnati atau pidana penjara seumur hidup atau selama waktu tertentu, paling lama dua puluh tahun.",tidak-diketahui
,Bab XIX,Pasal 341,"Seorang ibu yang karena takut akan keta huan melahirkan anak pada saat anak dilahirkan atau tidak lama kemudi an, dengan sengaja merampas nyawa anaknya, diancam karena membunuh anak sendiri, dengan pidana penjara paling lama tujuh tahun.",pelanggaran perlindungan anak
,Bab XIX,Pasal 342,"Seorang ibu yang untuk melaksanakan niat yang ditentukan karena takut akan ketahuan bahwa ia akan melahirkan anak pada saat anak dilahirkan atau tidak lama kemudian merampas nyawa anaknya, diancam karena melakukan pembunuhan anak sendiri dengan rencana, dengan pidana penjara paling lama semhi- lan tahun.",pembunuhan
,Bab XIX,Pasal 343,"Kejahatan yang diterangkan dalam pasa l 341 dan 342 dipandang bagi orang lain yang turut serta melakukan, sebagai pembunuhan atau pembunuhan anak dengan rencana.",pembunuhan
,Bab XIX,Pasal 344,"Barang siapa merampas nyawa orang lain atas permintaan orang itu sendiri yang jelas dinyatakan dengan kesungguhan hati, diancam dengan pidana penjara paling lama dua belas tahun.",tidak-diketahui
,Bab XIX,Pasal 345,"Barang siapa sengaja mendorong orang lain untuk bunuh diri, menolongnya dalam perbuatan itu atau memberi sarana kepadanya untuk itu, diancam dengan pidana penjara paling lama empat tahun kalau orang itu jadi bunuh diri.",tidak-diketahui
,Bab XIX,Pasal 346,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  Seorang wanita yang sengaja menggu gurkan atau mematikan kandungannya atau menyuruh orang lain untuk itu, di ancam dengan pidana penjara paling lama empat tahun.",tidak-diketahui
,Bab XIX,Pasal 347,"(1)  Barang siapa dengan sengaja menggu gurkan atau mematikan kandungan seorang wanita tanpa persetujuannya, diancam dengan pidana penjara paling lama dua belas tahun. (2)  Jika perbuatan itu mengakibatkan matinya wanita tersebut diancam dengan pidana penjara paling lama lima belas tahun.",tidak-diketahui
,Bab XIX,Pasal 348,"(1)  Barang siapa dengan sengaja menggu gurkan atau mematikan kandungan seorang wanita dengan persetujuannya, diancam dengan pidana penjara paling lama lima tahun enam bulan. (2)  Jika perbuatan itu mengakibatkan matinya wanita tersebut, diancam dengan pidana penjara paling lama tujuh tahun.",tidak-diketahui
,Bab XIX,Pasal 349,"Jika seorang dokter, bidan atau juru obat membantu melakukan kejahatan berdasarkan pasal 346, ataupun melaku kan atau membantu melakukan salah satu kejahatan yang diterangkan dalam pasal 347 dan 348, maka pidana yang ditentukan dalam pasal itu dapat ditamb ah dengan sepertiga dan dapat dicabut hak untuk menjalankan pencarian da lam mana kejahatan dilakukan.",tidak-diketahui
,Bab XX,Pasal 350,"Dalam hal pemidanaan karena pembunuhan, karena pembunuhan dengan rencana, atau karena salah satu keja hatan berdasarkan Pasal 344, 347 dan 348, dapat dijatuhkan pencabutan hak berdasarkan pasal 35 No. 1- 5.  PENGANIAYAAN",pembunuhan
,Bab XX,Pasal 351,"(1)  Penganiayaan diancam dengan pidana penjara paling lama dua tahun delapan bulan atau pidana denda paling banyak empat ribu lima ratus rupiah, (2)  Jika perbuatan mengakibatkan luka-l uka berat, yang bersalah diancam dengan pidana penjara paling lama lima tahun. (3)  Jika mengakibatkan mati, diancam dengan pidana penjara paling lama tujuh tahun. (4)  Dengan penganiayaan disamakan sengaja merusak kesehatan. (5)  Percobaan untuk melakukan kejahatan ini tidak dipidana.",kekerasan
,Bab XX,Pasal 352,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  (1)  Kecuali yang tersebut dalam pasal 353 dan 356, maka penganiayaan yang tidak menimbulkan penyakit atau halangan untuk menjalankan pekerjaan jabatan atau pencarian, diancam, se bagai penganiayaan ringan, dengan pidana penjara paling lama tiga bulan atau pidana denda paling banyak empat ribu lima ratus rupiah. Pidana dapat ditambah sepertiga bagi orang yang melakukan kejahatan itu terhadap orang yang bekerja padanya, atau menjadi bawahannya. (2)  Percobaan untuk melakukan kejahatan ini tidak dipidana.",kekerasan
,Bab XX,Pasal 353,"(1)  Penganiayaan dengan rencana lebih dahulu, diancam dengan pidana penjara paling lama empat tahun. (2)  Jika perbuatan itu mengakibatka luka-luka berat, yang bersalah dikenakan pidana penjara paling lama tujuh tahun. (3)  Jika perbuatan itu mengkibatkan kematian yang bersalah diancam dengan pidana penjara paling lama sembilan tahun",kekerasan
,Bab XX,Pasal 354,"(1)  Barang siapa sengaja melukai berat or ang lain, diancam karena melakukan penganiayaan berat dengan pidana penjara paling lama delapan tahun. (2)  Jika perbuatan itu mengakibatkan kematian, yang bersalah diancam dengan pidana penjara paling lama sepuluh tahun.",kekerasan
,Bab XX,Pasal 355,"(1)  Penganiayaan berat yang dilakukan dengan rencana terlebih dahulu, diancam dengan pidana penjara paling lama dua belas tahun. (2)  Jika perbuatan itu mengakibatkan kematian, yang bersalah diancam dengan pidana penjara paling lams lima belas tahun.",kekerasan
,Bab XX,Pasal 356,"Pidana yang ditentukan dalam pasal 351, 353, 354 dan 355 dapat ditambah dengan sepertiga: 1.  bagi yang melakukan kejahatan itu terhadap ibunya, bapaknya yang sah, istrinya atau anaknya; 2.  jika kejahatan itu dilakukan terhad ap seorang pejsbat ketika atau karena menjalankan tugasnya yang sah; 3.  jika kejahatan itu dilakukan dengan memberikan bahan yang herbahaya bagi nyawa atau kesehatan untuk dimakan atau diminum.",pelanggaran perlindungan anak
,Bab XX,Pasal 357,"Dalam hal pemidanaan karena salah satu kejahatan berdasarkan pasal 353 dan 355, dapat dijatuhkan pencabutan hak berdasarkan pasal 3o No. 1 - 4.",tidak-diketahui
,Bab XXI,Pasal 358,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  Mereka yang sengaja turut serta dalam penyerangan atau perkelahian di mana terlibat beberapa orang, selain tanggung jawab masing-masing terhadap apa yang khusus dilakukan olehnya, diancam: 1.  dengan pidana penjara paling lama dua tahun delapan bulan, jika akibat penyerangan atau perkelahian itu ada yang luka-luka berat; 2.  dengan pidana penjara paling lama empat tahun, jika akibatnya ada yang mati.  MENYEBABKAN MATI ATAU LUKA-LUKA KARENA KEALPAAN",tidak-diketahui
,Bab XXI,Pasal 359,"Barang siapa karena kesalahannya (keal paannya) menyebabkan orang lain mati, diancam dengan pidana penjara paling lama lima tahun atau pidana kurungan paling lama satu tahun.",tidak-diketahui
,Bab XXI,Pasal 360,"(1)  Barang siapa karena kesalahannya (k ealpaannya) menyebabkan orang lain mendapat luka-luka berat, diancam dengan pidana penjara paling lama lima tahun atau pidana kurungan paling lama satu tahun. (2)  Barang siapa karena kesalahannya (k ealpaannya) menyebahkan orang lain luka-luka sedemikian rupa sehingga timhul penyakit atau halangan menjalankan pekerjaan jabatan atau pencarian selama waktu tertentu, diancam dengan pidana penjara paling lama sembilan bulan atau pidana kurungan paling lama enam bulan atau pidana denda paling tinggi empat ribu lima ratus rupiah.",tidak-diketahui
,Bab XXII,Pasal 361,"Jika kejahatan yang diterangkan dalam bab ini dilakukan dalam menjalankan suatu jabatan atau pencarian, maka pidana ditamhah dengan sepertiga dan yang bersalah dapat dicahut haknya untuk menjalankan pencarian dalam mana dilakukan kejahatan dan hakim dapat memerintahkan supaya putusannya diumumkan.  PENCURIAN",pencurian
,Bab XXII,Pasal 362,"Barang siapa mengambil barang sesuatu, yang seluruhnya atau sebagian kepunyaan orang lain, dengan maksud un tuk dimiliki secara melawan hukum, diancam karena pencurian, dengan pidana penjara paling lama lima tahun atau pidana denda paling banyak sembilan ratus rupiah.",pencurian
,Bab XXII,Pasal 363,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  (1)  Diancam dengan pidana penjara paling lama tujuh tahun: 1.  pencurian ternak; 2.  pencurian pada waktu ada kebakara n, letusan, banjir gempa bumi, atau gempa laut, gunung meletus, kapal karam, kapal terdampar, kecelakaan kereta api, huru-hara, pemberontakan atau bahaya perang; 3.  pencurian di waktu malam dalam sebuah rumah atau pekarangan tertutup yang ada rumahnya, yang dilakukan oleh orang yang ada di situ tidak diketahui atau tidak dikehendaki oleh yang berhak; 4.  pencurian yang dilakukan oleh dua orang atau lebih: 5.  pencurian yang untuk masuk ke tempat melakukan kejahatan, atau untuk sampai pada barang yang diambil, dilakukan dengan merusak, memotong atau memanjat, atau dengan memakai anak kunci palsu, perintah palsu atau pakaian jabatan palsu. (2)  Jika pencurian yang diterangkan dalam butir 3 disertai dengan salah satu hal dalam butir 4 dan 5, maka diancam dengan pidana penjara paling lama sembilan tahun.",pencurian
,Bab XXII,Pasal 364,"Perbuatan yang diterangkan dalam pasa l 362 dan pasal 363 butir 4, begitu pun perbuatan yang diterangkan dalam pasal 363 butir 5, apabila tidak dilakukan dalam sebuah rumah atau pekarangan te rtutup yang ada rumahnya, jika harga barang yang dicuri tidak lebih dari dua puluh lima rupiah, diancam karena pencurian ringan dengan pidana penjara paling lama tiga bulan atau pidana denda paling banyak dua ratus lima puluh rupiah.",pencurian
,Bab XXII,Pasal 365,"(1)  Diancam dengan pidana penjara paling lama sembilan tahun pencurian yang didahului, disertai atau diikuti dengan kekerasan atau ancaman kekerasan, terhadap orang dengan maksud untuk mempersiapkan atsu mempermudah pencurian, atau dala m hal tertangkap tangan, untuk memungkinkan melarikan diri sendiri atau peserta lainnya, atau untuk tetap menguasai barang yang dicuri. (2)  Diancam dengan pidana penjara paling lama dua belas tahun: 1.  jika perbuatan dilakukan pada waktu malam dalam sebuah rumah atau pekarangan tertutup yang ada rumahnya, di berjalan; 2.  jika perhuatan dilakukan oleh dua orang atau lebih dengan bersekutu; 3.  jika masuk kc tempat melakukan kejahatan dengan merusak atau memanjat atau dengan memakai an ak kunci palsu, periniah palsu atau pakaian jabatan palsu. 4.  jika perbuatan mengakibatkan luka-luka berat. (3)  Jika perbuatan mengakibatkan kemati an maka diancam dengan pidana penjara paling lama lima belas tuhun. (4)  Diancam dengan pidana mati atau pidana penjara seumur hidup atau selama waktu tertentu paling lama dua puluh tahun, jika perbuatan Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3mengakihntkan luka berat atau kema tian dan dilakukan oleh dua orang atau lebih dengan bersekutu, disert ai pula oleh salah satu hal yang diterangkan dalam no. 1 dan 3.",pencurian
,Bab XXII,Pasal 366,"Dalam hal pemidanaan berdasarkan salah satu perbuatan yang dirumuskan dalum pasal 362. 363, dan 865 dapat dija tuhkan pencabutan hak berdasarkan pasal 35 No. 1 - 4.",tidak-diketahui
,BAB XXIII,Pasal 367,"(1)Jika pembuat atau pemhantu ciari salah satu kejahatan dalam bab iniadalah suami (istri) dari orang yang terkena kejahatan dan tidak terpisah meja dan ranjang atau terpisah harta kekayaan, maka terhadap pembuat atau pembantu itu tidak mungkin diadakan tuntutan pidana. (2)Jika dia adalah suami (istri) yang terp isah meja dan ranjang atau terpisah harta kekayaan, atau jika dia adalah keluarga sedarah atau semenda, baik dalam garis lurus maupun garis menyimpang derajat kedua maka terhadaporang itu hanya mungkin diadakan pe nuntutan jika ada pengaduan yang terkena kejahatan. (3)Jika menurut lembaga matriarkal kekuasaan bapak dilakukan oleh orang lain daripada bapak kandung (sendiri), maka ketentuan ayat di atas berlaku juga bagi orang itu. PEMERASAN DAN PENGANCAMAN",tidak-diketahui
,BAB XXIII,Pasal 368,"(1)Barang siapa dengan maksud untuk menguntungkan diri sendiri atau orang lain secara melawan hukum, memaksa seorang dengan kekerasan atau ancaman kekerasan untuk memberikan barang sesuatu, yang seluruhnya atau sebagian adalah kepunyaan orang itu atau orang lain, atau supaya membuat hutang maupun menghapuskan piutang, diancam karena pemerasan dengan pidana penjara paling lama sembilan tahun. (2)Ketentuan pasal 365 ayat kedua. ketiga, dan keempat berlaku bagi kejahatan ini.",kekerasan
,BAB XXIII,Pasal 369,"(1)Barang siapa dengan maksud untuk me nguntungkan diri sendiri atau orang lain secara melawan hukum. dengan ancaman pencemaran baik dengan lisan maupun tulisan, atau dengan ancaman akan membuka rahasia,memaksa seorang supaya memberikan barang sesuatu yang seluruhnyaatau sebagian kepunyaan orang itu at au orang lain. atau supaya membuat hutang atau menghapuskan piutang,  diancam dengan pidana penjara paling lama empat tahun. Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  (2)  Kejahatan ini tidak dituntut kecuali atas pengaduan orang yang terkena kejahatan.",perusakan lingkungan
,BAB XXIII,Pasal 370,Ketentuan pasal 367 berlaku bagi kejahatan-kejahatan yang di rumuskan dalam bab ini.,tidak-diketahui
,BAB XXIV,Pasal 37l,Dalam hal pemidanaan berdasarkan salah satu kejahatan yang dirumuskan dalam bab ini dapat dijatuhkan pencabutan hak berdasarkan pa sal 35 no. 1 - 4.   PENGGELAPAN,penggelapan
,BAB XXIV,Pasal 372,"Barang siapa dengan sengaja dan melawa n hukum memiliki barang sesuatu yang seluruhnya atau sebagian adalah kepunyaan orang lain, tetapi yang ada dalam kekuasaannya bukan karena kejahatan diancam karena penggelapan, dengan pidana penjara paling lama empat tahun atau pidana denda paling banyak sembilan ratus rupiah.",penggelapan
,BAB XXIV,Pasal 373,"Perbuatan yang dirumuskan dalam pasa l 372 apabila yang digelapkan bukan ternak dan harganya tidak lebih dari dua puluh lima rupiah, diancam sebagai penggelapan ringan dengan pidana penjara paling lama tiga bulan atau pidana denda paling banyak dua ratus lima puluh rupiah.",penggelapan
